distance_km,road_class,base_speed_kph,congestion_scenario,travel_cost
0.12705837390565178,secondary,40,Morning_Rush,0.1
4.095760999428688,motorway,80,Dry_OffPeak,3.4866893385843176
3.5636009848533243,residential,20,Monsoon_Rain,32.325441983536805
3.6721351234008384,secondary,40,Dry_OffPeak,5.0110540506760035
3.8792246987611345,secondary,40,Dry_OffPeak,4.911206138960741
0.4628187934970428,primary,50,Morning_Rush,0.8865510115952777
1.856482069866936,secondary,40,Clear_Night,2.1307118992694742
0.6677583916731357,secondary,40,Monsoon_Rain,4.037029522005421
4.329206786790408,motorway,80,Morning_Rush,7.685184493203162
3.1541608214550343,motorway,80,Morning_Rush,4.71789155733735
1.7214003217779812,tertiary,30,Evening_Rush,8.675419471285124
0.4114359164015159,primary,50,Morning_Rush,1.1142781547589906
1.623813376406745,primary,50,Clear_Night,1.660334263069714
1.6933982779310608,secondary,40,Morning_Rush,5.316324514737991
3.675070273856514,tertiary,30,Evening_Rush,19.05636933286305
3.224031609640545,motorway,80,Morning_Rush,5.274398871585724
4.447342438624,secondary,40,Evening_Rush,16.903132085592674
2.413853133293552,motorway,80,Dry_OffPeak,1.9142281086497455
0.6860118050976783,motorway,80,Dry_OffPeak,0.8240597232003877
3.594899457392676,motorway,80,Dry_OffPeak,3.032591103829155
3.8278467382227976,tertiary,30,Dry_OffPeak,7.885448016899146
2.8502582680905317,motorway,80,Evening_Rush,5.359055809520432
3.877739181777349,motorway,80,Evening_Rush,7.847411309051234
2.5195984221855148,secondary,40,Dry_OffPeak,3.9030194085199876
2.661390863971771,tertiary,30,Morning_Rush,12.29597472745095
2.1949509899568933,primary,50,Evening_Rush,6.603569839984788
0.22455372104606644,secondary,40,Dry_OffPeak,0.13808013063248836
0.6286679922671918,motorway,80,Dry_OffPeak,0.5010557686502155
0.25400300986499785,secondary,40,Monsoon_Rain,2.118963331186691
3.2184110151925243,secondary,40,Morning_Rush,11.224014994450764
1.640344307274001,secondary,40,Monsoon_Rain,7.13707398183289
2.5919963867070437,primary,50,Dry_OffPeak,2.7774398860606753
4.547075722237856,primary,50,Evening_Rush,13.990169608319631
1.3215319228294875,motorway,80,Dry_OffPeak,1.8620663211417419
2.110876322874586,primary,50,Dry_OffPeak,2.373348929071118
3.8022005788609388,motorway,80,Morning_Rush,6.921544212379232
1.2211110109089502,tertiary,30,Dry_OffPeak,2.291850723629358
0.47720155816108567,residential,20,Dry_OffPeak,1.5360784909951086
1.5197821192774634,residential,20,Dry_OffPeak,4.87604446743588
0.8899843075446217,tertiary,30,Clear_Night,1.195213752147425
4.655518496478608,secondary,40,Evening_Rush,17.900077474605467
4.059789859865643,tertiary,30,Morning_Rush,19.33858123316409
3.203678406901075,primary,50,Clear_Night,3.4693684285833513
4.370156891919817,secondary,40,Dry_OffPeak,6.871504265356017
4.037993176805661,secondary,40,Clear_Night,5.1605023294159595
1.0141932885415756,secondary,40,Morning_Rush,3.682797040792862
4.473539092600891,tertiary,30,Clear_Night,7.964772873431452
2.742776985386689,primary,50,Evening_Rush,8.575027515157332
4.056456760303907,primary,50,Clear_Night,4.125103436772118
4.490847369625117,residential,20,Dry_OffPeak,12.892176937437746
1.6582170273621333,motorway,80,Evening_Rush,2.9035389287196636
0.6392544301856161,secondary,40,Evening_Rush,2.0127646777898867
1.2168822964555144,residential,20,Clear_Night,3.4301429448996945
2.192828164268656,secondary,40,Evening_Rush,7.5310137798394585
4.108272353020216,secondary,40,Morning_Rush,14.012615608818654
4.3175798579560825,primary,50,Evening_Rush,12.27336651575873
0.13406543960283446,primary,50,Morning_Rush,0.1
2.602661782630072,tertiary,30,Evening_Rush,13.33746168978363
2.1453139154290173,secondary,40,Monsoon_Rain,10.207861056948195
1.1883282713065784,secondary,40,Dry_OffPeak,1.9411435826484504
0.6873402999350458,motorway,80,Morning_Rush,0.8524054080563672
1.7543143398777772,motorway,80,Morning_Rush,3.4525777241818956
4.720257549171344,residential,20,Clear_Night,11.33575101982313
1.6836943669017008,primary,50,Clear_Night,1.631373335708534
2.6420740465424943,secondary,40,Clear_Night,2.689420252742196
3.5447928985863717,motorway,80,Morning_Rush,5.718762264500236
1.8817850516585408,secondary,40,Morning_Rush,6.162119508243754
4.861732205332707,residential,20,Morning_Rush,33.564536726057355
4.815991745216345,secondary,40,Clear_Night,5.810344385051884
1.3337332495442846,motorway,80,Morning_Rush,2.918326920873509
2.536517678872689,secondary,40,Monsoon_Rain,11.568351622102234
1.5743037181021715,tertiary,30,Dry_OffPeak,2.0655811587354997
1.4957184224495914,secondary,40,Morning_Rush,5.265285352599767
0.2807460420372107,tertiary,30,Evening_Rush,0.8798728761264827
3.086865236501495,secondary,40,Evening_Rush,11.652386052511217
2.5631272138214216,tertiary,30,Morning_Rush,11.465517394888005
0.3522458811249478,secondary,40,Evening_Rush,1.1084236069823759
1.4653676747593962,motorway,80,Dry_OffPeak,0.548965999253426
4.550502841236603,primary,50,Evening_Rush,14.278961666039114
1.273853264268165,primary,50,Dry_OffPeak,0.9643030030854142
0.8099848732469932,residential,20,Dry_OffPeak,2.572621662640918
2.498318525360059,tertiary,30,Clear_Night,4.8920980714007465
4.929687225141944,secondary,40,Evening_Rush,18.694036554479954
1.2860708304063522,primary,50,Morning_Rush,3.4357513701858426
3.393464182288805,primary,50,Dry_OffPeak,3.062774073741578
3.8319361151107163,tertiary,30,Dry_OffPeak,7.54349811303338
1.2644239655627585,secondary,40,Monsoon_Rain,5.9469947060850075
3.6682601081981123,primary,50,Evening_Rush,11.733227230121017
1.902137350324341,secondary,40,Morning_Rush,6.5933193507326155
3.19829856990854,motorway,80,Morning_Rush,5.872770402995821
3.2042955827283843,primary,50,Morning_Rush,9.862277622707458
2.725295951966317,secondary,40,Dry_OffPeak,4.772865802924515
0.5424198732666007,motorway,80,Monsoon_Rain,1.0114363430859967
4.192982228387266,residential,20,Clear_Night,9.482715753542745
1.6718223183615057,primary,50,Morning_Rush,4.451769032048235
1.0139407009592858,motorway,80,Dry_OffPeak,0.381662419472525
0.2997981936183432,primary,50,Morning_Rush,1.00798203353248
2.995375421622385,tertiary,30,Morning_Rush,13.306249523691172
3.420065373027184,secondary,40,Morning_Rush,11.770096563907646
0.18128036174649514,secondary,40,Clear_Night,0.5527420559103183
2.609255985666477,motorway,80,Morning_Rush,4.460688226147801
1.2098292984698962,motorway,80,Dry_OffPeak,0.5288464447533037
3.2613466730063045,secondary,40,Dry_OffPeak,5.361945632543733
0.9543955021244581,tertiary,30,Clear_Night,0.7754404254976022
3.4855949167020834,tertiary,30,Evening_Rush,17.99397554449985
1.9950031968726336,motorway,80,Morning_Rush,3.424716505252759
4.689976944809999,secondary,40,Morning_Rush,16.186783922954348
0.773852626315367,residential,20,Evening_Rush,6.108248907691094
1.771225120146267,primary,50,Evening_Rush,5.77039830278015
0.6560202540788864,tertiary,30,Morning_Rush,3.003530193144737
4.630998729564958,motorway,80,Dry_OffPeak,3.326025734316246
4.398962831566807,residential,20,Dry_OffPeak,13.033852756836541
1.3639139758042627,tertiary,30,Morning_Rush,6.029397967884266
3.3339218255674776,residential,20,Morning_Rush,23.319077926146342
4.104388780985958,secondary,40,Evening_Rush,15.74850485405463
2.8204839768373655,primary,50,Evening_Rush,9.138618451335878
2.695287833944432,residential,20,Dry_OffPeak,8.093463134737245
1.2850762254122134,primary,50,Clear_Night,1.0251712536532733
0.5562035622489062,primary,50,Morning_Rush,1.7824847181046348
4.496357213971301,tertiary,30,Dry_OffPeak,8.701732858053354
4.51204848010032,tertiary,30,Clear_Night,7.474551184451797
3.2021971406390133,residential,20,Evening_Rush,25.062228145461017
1.7612459761386334,primary,50,Dry_OffPeak,1.874965295729592
1.8111269156020386,tertiary,30,Monsoon_Rain,11.078215419746057
3.6571828264641733,tertiary,30,Evening_Rush,19.235986587889155
4.4958402737676275,motorway,80,Evening_Rush,9.229896376170856
4.446723478899075,primary,50,Dry_OffPeak,5.722526979642608
3.921390174702357,primary,50,Dry_OffPeak,4.9021778179333415
3.2459550661560104,primary,50,Morning_Rush,8.507799602107083
0.5122858284757393,residential,20,Dry_OffPeak,2.516292280696841
0.8919806990636076,secondary,40,Dry_OffPeak,0.7765245641666871
4.502915523782688,tertiary,30,Dry_OffPeak,9.3855363172783
3.071502392331991,residential,20,Dry_OffPeak,9.387020703750492
0.1450655529214853,primary,50,Dry_OffPeak,0.1
0.5972105600435573,tertiary,30,Evening_Rush,3.0557745366750986
3.351158668629474,secondary,40,Dry_OffPeak,4.995236848446354
0.12480176084647157,tertiary,30,Clear_Night,0.721915903678564
0.8879594519457434,primary,50,Morning_Rush,2.165443727258167
2.788795567896272,residential,20,Monsoon_Rain,24.994382108496705
3.4902864686941975,primary,50,Dry_OffPeak,3.2539159204245323
3.2946101715627427,primary,50,Clear_Night,3.856730881949664
1.198919616356743,tertiary,30,Morning_Rush,5.086842938032989
3.589678184602926,primary,50,Monsoon_Rain,13.053605810266205
1.2625205287343204,secondary,40,Evening_Rush,4.883266930175104
1.6944585209804122,secondary,40,Morning_Rush,5.806681510669086
3.7578078850783188,tertiary,30,Dry_OffPeak,7.839560564104987
3.283201205331352,primary,50,Morning_Rush,9.730140310835983
4.261194711421472,motorway,80,Clear_Night,2.6573142948296793
3.322303172271683,primary,50,Evening_Rush,10.627617104539862
2.884712156343811,secondary,40,Evening_Rush,11.381934024431681
0.5590063623576532,primary,50,Monsoon_Rain,2.4194354740598025
1.9018074349912244,primary,50,Dry_OffPeak,2.0970023701949385
1.3994916016404548,primary,50,Clear_Night,1.7736681593414023
1.2955492525575096,motorway,80,Morning_Rush,2.679022406920658
4.867751718286983,secondary,40,Evening_Rush,19.417246504792395
2.026178850867126,tertiary,30,Evening_Rush,10.272070877574464
4.471028120367855,primary,50,Dry_OffPeak,5.29789869074655
3.1925792673865887,secondary,40,Dry_OffPeak,4.884655696592057
3.9945753873540775,secondary,40,Morning_Rush,13.232948268439964
2.5629217562154416,secondary,40,Dry_OffPeak,4.482350717557568
2.92682903466916,tertiary,30,Evening_Rush,15.214600366878763
2.5133366997124336,secondary,40,Morning_Rush,8.784582769049784
1.0566906402104181,secondary,40,Evening_Rush,3.8902917209297496
3.640015364781376,motorway,80,Morning_Rush,5.748275480501064
1.4757845759601935,secondary,40,Evening_Rush,5.513947892054846
0.21914823551412382,secondary,40,Dry_OffPeak,0.4164040283246211
3.2628142499451225,motorway,80,Evening_Rush,6.631859312494466
0.9678423290945398,primary,50,Dry_OffPeak,1.226127411154536
4.70824706332928,residential,20,Morning_Rush,32.62559434346881
4.774250027312678,secondary,40,Dry_OffPeak,7.026564491096465
4.582835512080198,secondary,40,Morning_Rush,16.00928194317485
1.9137776312516777,residential,20,Dry_OffPeak,6.334466040309396
0.1757374209914504,tertiary,30,Dry_OffPeak,0.6333906189584956
4.648760956679855,secondary,40,Monsoon_Rain,21.24324106036052
2.1981023267548405,tertiary,30,Dry_OffPeak,4.513811213232334
4.836608613313981,tertiary,30,Evening_Rush,24.54910276139286
4.821737887737339,secondary,40,Monsoon_Rain,21.279953882565533
4.279746331790064,secondary,40,Clear_Night,5.317645918413614
1.54279957114097,primary,50,Evening_Rush,4.809159041175793
1.986978870149434,residential,20,Dry_OffPeak,6.136873765037433
4.270569690432599,secondary,40,Clear_Night,5.795252995656748
1.6529178252657608,motorway,80,Morning_Rush,3.1416976482751706
0.9305144587618532,tertiary,30,Monsoon_Rain,6.086641234868249
2.828326186045916,secondary,40,Clear_Night,3.431863979043392
4.6871583933878265,motorway,80,Morning_Rush,7.762461957600224
3.510546003707368,secondary,40,Morning_Rush,12.088237249104683
2.8932997334378885,secondary,40,Evening_Rush,10.96196823492011
0.5761648194767659,tertiary,30,Clear_Night,1.5451816938718048
3.113535410825932,primary,50,Evening_Rush,10.030386912391096
4.9512638655108905,tertiary,30,Evening_Rush,25.954777099307943
0.7864116746589678,secondary,40,Evening_Rush,3.5613828120612157
2.6398152965823103,motorway,80,Monsoon_Rain,5.131561851500908
4.399128052446982,residential,20,Evening_Rush,34.54845398962353
3.729766226995602,secondary,40,Clear_Night,3.951461158672974
3.5153771308768134,primary,50,Morning_Rush,9.69953860183374
3.542172011536836,secondary,40,Dry_OffPeak,5.188574980318369
1.8615066409768006,tertiary,30,Dry_OffPeak,3.9877079267923805
1.5386000368960178,primary,50,Morning_Rush,4.3378110174173905
4.065869661844717,primary,50,Dry_OffPeak,5.417090463658376
4.069555633927986,motorway,80,Morning_Rush,6.779224604152729
4.348654361042508,primary,50,Monsoon_Rain,15.938801455606342
4.574878707526709,tertiary,30,Clear_Night,7.384695218802268
2.6055777544185954,secondary,40,Monsoon_Rain,11.07098378685506
2.5574298439672782,primary,50,Morning_Rush,6.691059785940475
4.011646376937199,primary,50,Morning_Rush,11.012192786937801
3.2848232608110495,primary,50,Evening_Rush,10.693565553687167
3.5396376985627467,residential,20,Dry_OffPeak,10.804402318711084
3.9993840802368954,primary,50,Morning_Rush,10.571299731901542
4.461026174906075,residential,20,Morning_Rush,30.724954115633047
1.7561762685725257,secondary,40,Dry_OffPeak,3.4413869823760006
1.940356467935726,primary,50,Monsoon_Rain,7.029772618504956
0.5605115052202582,tertiary,30,Evening_Rush,2.7837295971163845
2.933572690881253,secondary,40,Clear_Night,3.716983085359992
0.2761171416040362,tertiary,30,Clear_Night,0.747144658399246
2.381430288849055,residential,20,Morning_Rush,16.249401654066453
2.758958710067126,motorway,80,Clear_Night,1.8564051357888505
1.5040521354285938,motorway,80,Morning_Rush,2.4629341349460003
2.995082976788153,tertiary,30,Clear_Night,5.07986380359282
0.2494512247013422,primary,50,Morning_Rush,0.756362643364218
0.2830061248711506,primary,50,Clear_Night,0.4644730106974615
4.1307427472323255,motorway,80,Dry_OffPeak,2.7943836419572423
1.8649341429151884,motorway,80,Evening_Rush,3.308107025055474
0.7225965119942355,tertiary,30,Morning_Rush,3.702142877037241
2.6589919742685417,motorway,80,Monsoon_Rain,5.950973389550022
3.8729684101831934,secondary,40,Evening_Rush,15.218590696554202
1.1575230347345318,secondary,40,Dry_OffPeak,1.61372638126719
3.1521633315131017,secondary,40,Clear_Night,4.142086707421179
0.5182025784694633,motorway,80,Evening_Rush,0.7673710360035904
0.35324043372617775,tertiary,30,Monsoon_Rain,2.0652021063967134
2.7036376946839256,motorway,80,Evening_Rush,5.586490629714908
2.7491120958895223,tertiary,30,Clear_Night,4.867766433088943
3.2234065173412123,tertiary,30,Monsoon_Rain,19.1309353876366
3.657847535241042,secondary,40,Dry_OffPeak,6.270644895643917
4.88167518936642,secondary,40,Evening_Rush,19.163829916006485
2.6298717066758575,secondary,40,Monsoon_Rain,11.417251375317864
1.6824867174121054,primary,50,Dry_OffPeak,2.166604880330514
3.9964123543666483,tertiary,30,Monsoon_Rain,23.82527444040651
1.4270780311841638,tertiary,30,Dry_OffPeak,3.0277834572415983
2.250959961457617,primary,50,Monsoon_Rain,8.086313362183287
0.4844362685771032,secondary,40,Dry_OffPeak,0.7563638789417128
0.22421864273574182,residential,20,Monsoon_Rain,1.6533304339872181
4.8169772319218325,residential,20,Clear_Night,11.956769848898944
4.196302590509808,secondary,40,Evening_Rush,15.903129156127838
3.5102736098591203,secondary,40,Morning_Rush,11.666937995851967
2.1038694276299226,primary,50,Morning_Rush,5.953623759917581
0.9491421683471444,residential,20,Dry_OffPeak,3.4885642039126212
0.8665415090883216,motorway,80,Evening_Rush,1.5487187038964645
1.3261902010065172,secondary,40,Dry_OffPeak,2.269674230591362
2.7912106570599904,primary,50,Morning_Rush,8.133077484230991
3.601520021230306,primary,50,Dry_OffPeak,4.647697800393995
3.3349671459168837,secondary,40,Monsoon_Rain,14.882868840956505
1.4716760950351202,residential,20,Clear_Night,3.095603941206658
4.778839875249651,motorway,80,Dry_OffPeak,2.701110880168696
3.715694891809266,secondary,40,Dry_OffPeak,5.468406137928941
2.8163348573058635,motorway,80,Morning_Rush,5.329412576277483
3.097431656548326,primary,50,Dry_OffPeak,3.2672515939532176
2.156040305896171,secondary,40,Morning_Rush,7.718422994349296
1.3138818485556718,secondary,40,Evening_Rush,4.744078197346371
1.844266125391182,primary,50,Evening_Rush,5.796539341775223
3.813445941275409,primary,50,Morning_Rush,10.808227443582135
0.17052809428580376,motorway,80,Clear_Night,0.1
0.6687559384838896,primary,50,Evening_Rush,2.1547124003485014
0.3254129459065885,residential,20,Dry_OffPeak,0.8102023030296339
0.29957113136295366,residential,20,Evening_Rush,2.6187142882063092
4.291756861653935,primary,50,Dry_OffPeak,5.244235101378576
3.5479235109621166,secondary,40,Morning_Rush,12.262939182591008
2.4234517625278937,residential,20,Dry_OffPeak,7.893695271640472
0.5793873871899072,motorway,80,Evening_Rush,1.39472786196764
2.5089177880724787,tertiary,30,Clear_Night,3.738127714465451
2.420011676824772,residential,20,Morning_Rush,16.663735009771823
0.9486891625590744,motorway,80,Clear_Night,0.5388539835035804
2.225873081266068,primary,50,Evening_Rush,6.976851842600217
2.05267319854713,residential,20,Monsoon_Rain,19.483862497567166
3.117665480455861,secondary,40,Morning_Rush,10.904286664657118
3.211958889251455,motorway,80,Morning_Rush,4.726268055916849
0.32198964788301815,primary,50,Monsoon_Rain,0.9420431436920793
1.9356018116697091,secondary,40,Morning_Rush,5.904877415262172
3.1667135869997587,secondary,40,Morning_Rush,10.793242572330831
2.56536766704243,tertiary,30,Morning_Rush,11.005767176504605
4.296800221822779,residential,20,Evening_Rush,33.16640554179031
3.3275987949328307,primary,50,Clear_Night,2.58620623128187
0.8983786926990055,secondary,40,Evening_Rush,3.6573409727131128
0.4457868622621063,secondary,40,Morning_Rush,1.5381804198558178
3.2478544632109467,secondary,40,Clear_Night,4.018610278852629
0.2299054216539469,primary,50,Evening_Rush,0.6754843601329038
2.9703003482399706,residential,20,Dry_OffPeak,8.353181944638143
4.707128182982292,tertiary,30,Clear_Night,7.736813640473562
2.919823471591807,secondary,40,Morning_Rush,10.842280801099514
2.0020326384119573,secondary,40,Evening_Rush,7.9716123212492525
3.252112270367531,primary,50,Evening_Rush,9.976220443819672
2.345439163408432,secondary,40,Monsoon_Rain,9.983249364895766
2.7735222676480813,secondary,40,Evening_Rush,10.45351005552353
4.713177563004973,secondary,40,Clear_Night,5.837028938234792
1.991902925223794,residential,20,Dry_OffPeak,6.4049559863911325
4.809833762737179,secondary,40,Evening_Rush,18.86269814456379
4.536218145584712,primary,50,Dry_OffPeak,5.763416690584047
1.0593765604675527,tertiary,30,Morning_Rush,5.1562034757616395
0.4398703742883108,primary,50,Morning_Rush,1.4166559895901047
0.5938122067493906,primary,50,Dry_OffPeak,0.44918520999476635
0.1892869456925937,primary,50,Monsoon_Rain,0.7510024092833983
0.5627705077040491,secondary,40,Morning_Rush,1.6022071300261143
3.446733189740149,tertiary,30,Morning_Rush,15.861944253987925
0.44882437745512205,secondary,40,Monsoon_Rain,2.152055110974814
1.6629805884394306,tertiary,30,Morning_Rush,8.321224229776123
4.239889023750328,secondary,40,Dry_OffPeak,5.835940745878439
0.21403248510554676,primary,50,Morning_Rush,0.7833327112878312
4.090895564685786,tertiary,30,Evening_Rush,21.865151573015524
1.48108839638966,primary,50,Evening_Rush,4.924534903071258
0.6790076553461156,primary,50,Evening_Rush,2.4516820618098976
3.5140121102843387,secondary,40,Evening_Rush,13.939725190856045
3.181819949221432,primary,50,Dry_OffPeak,4.3375177349758856
4.39961286628256,motorway,80,Evening_Rush,8.144253822006046
3.7018481146390405,secondary,40,Evening_Rush,13.882836980704159
4.037056558885758,secondary,40,Dry_OffPeak,6.053051182142534
1.481969405599402,secondary,40,Clear_Night,0.9138984452905987
0.9694537645206418,residential,20,Monsoon_Rain,9.217342202356981
3.7780122830402063,secondary,40,Evening_Rush,15.222533982054982
4.053490222409594,tertiary,30,Evening_Rush,20.904808934496078
4.953475195803299,motorway,80,Evening_Rush,9.51096839315223
2.12182661686599,secondary,40,Morning_Rush,7.291362838127395
1.9228886203846378,tertiary,30,Morning_Rush,8.86609591394518
3.904423507635785,secondary,40,Morning_Rush,13.52113066902117
1.7699373472397877,tertiary,30,Clear_Night,3.055192598334982
4.660710895457467,primary,50,Evening_Rush,14.472367452623908
4.306222484030758,motorway,80,Morning_Rush,7.805511106344174
2.2020707341375902,secondary,40,Morning_Rush,7.775523143624808
3.7792682321783375,primary,50,Morning_Rush,10.187994942463156
3.797260083014944,tertiary,30,Morning_Rush,18.001441448990377
0.6053069572960698,primary,50,Dry_OffPeak,0.1830655543062889
4.5225092427298765,residential,20,Dry_OffPeak,13.530661403861039
2.5757366249945,residential,20,Dry_OffPeak,8.113976835413688
4.1496415839279335,primary,50,Dry_OffPeak,4.690340658748663
1.6682430450499979,primary,50,Monsoon_Rain,6.129497220886853
4.488063819631383,tertiary,30,Dry_OffPeak,9.193463478062384
2.0070882257973994,residential,20,Dry_OffPeak,5.677055130199702
0.15310449225346198,secondary,40,Morning_Rush,0.4992194104368299
4.536371684454392,primary,50,Morning_Rush,12.457784317010438
0.5473047162520545,secondary,40,Dry_OffPeak,0.6002619336451644
1.6646368241930332,secondary,40,Evening_Rush,7.412753555173139
4.755303638548944,primary,50,Evening_Rush,14.531304810894515
4.757975019994025,tertiary,30,Dry_OffPeak,9.917922157615203
2.909845651804102,motorway,80,Dry_OffPeak,2.0252638321006198
3.1960023396320167,motorway,80,Monsoon_Rain,6.756350788617925
2.297383057693767,primary,50,Evening_Rush,7.208960837266581
1.5367327813205165,primary,50,Evening_Rush,5.054243631475011
1.7104562723125885,primary,50,Clear_Night,2.0102418514463567
3.3953404347774887,secondary,40,Morning_Rush,12.338830544244361
3.7866351942446324,primary,50,Morning_Rush,11.629211652089223
3.978737314256658,primary,50,Dry_OffPeak,4.874690458610228
3.9691288996933145,primary,50,Morning_Rush,10.689558893623392
0.5469099049385828,residential,20,Morning_Rush,3.9548280747941775
2.5226594930426494,secondary,40,Dry_OffPeak,3.6775040594013775
0.382037924081557,secondary,40,Evening_Rush,1.8603343558589642
2.7926915233863046,secondary,40,Evening_Rush,10.3726312226603
2.2634994567295474,residential,20,Dry_OffPeak,7.7378321871488165
4.449750495515668,primary,50,Evening_Rush,14.22564078391909
1.8194835615051859,secondary,40,Clear_Night,1.5097786666877573
0.6736283804952687,tertiary,30,Evening_Rush,3.2192560176494087
0.8006592420588957,secondary,40,Dry_OffPeak,1.527421280733919
3.8314020954156143,motorway,80,Clear_Night,2.7693788797179506
3.1292685102496796,secondary,40,Morning_Rush,10.28708130946861
0.5955011130016722,motorway,80,Morning_Rush,1.312449760101064
0.5121233499634875,secondary,40,Monsoon_Rain,1.5256191257709244
3.534748744149688,tertiary,30,Dry_OffPeak,7.033763142110958
0.45653873118454835,primary,50,Dry_OffPeak,0.9926652142627406
4.127114290522745,tertiary,30,Morning_Rush,18.764119444363434
3.5605869130668317,motorway,80,Morning_Rush,5.539243505385079
0.4986090251453089,tertiary,30,Dry_OffPeak,1.0557039688416416
0.5157047990174405,secondary,40,Evening_Rush,1.7693611695138267
4.93453393465576,primary,50,Evening_Rush,15.647569222552304
1.9339268992049898,motorway,80,Evening_Rush,3.4170268805625064
1.9161465206277657,residential,20,Monsoon_Rain,16.93626392978865
4.082717879561763,motorway,80,Dry_OffPeak,2.2536374813208244
4.741518029180908,primary,50,Evening_Rush,14.861514135465027
